species	Streptococcus_salivarius	Clostridium_disporicum	Monoglobus_pectinilyticus	Eubacterium_siraeum	Gemmiger_formicilis	Faecalibacterium_prausnitzii	Ruthenibacterium_lactatiformans	Subdoligranulum_sp._4_3_54A2FAA	Anaerotruncus_colihominis	Massilioclostridium_coli	Neglecta_timonensis	Clostridium_leptum	Anaeromassilibacillus_sp._Marseille-P3371	Ruminococcus_bicirculans	Ruminococcus_callidus	Clostridium_phoceensis	Flavonifractor_plautii	Intestinimonas_butyriciproducens	Coprococcus_eutactus	Clostridium_sp._L2-50	Eubacterium_rectale	Roseburia_inulinivorans	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Eubacterium_ramulus	Lachnospira_pectinoschiza	Eubacterium_eligens	Anaerostipes_caccae	Anaerostipes_hadrus	Clostridium_sp._SS2/1	Eubacterium_ventriosum	Coprococcus_comes	Sellimonas_intestinalis	Ruminococcus_lactaris	Ruminococcus_faecis	Ruminococcus_torques	Mordavella_sp._Marseille-P3756	Dorea_longicatena	Dorea_formicigenerans	Ruminococcus_gnavus	Blautia_massiliensis	Blautia_obeum	Blautia_sp._Marseille-P3087	Blautia_sp._SF-50	Blautia_sp._Marseille-P2398	Blautia_sp._KLE_1732	Blautia_wexlerae	Blautia_producta	Blautia_sp._Marseille-P3201T	Blautia_hydrogenotrophica	Fusicatenibacter_saccharivorans	Hungatella_hathewayi	Clostridium_symbiosum	Clostridium_citroniae	Clostridium_bolteae	Clostridium_clostridioforme	Bacteroides_pectinophilus	Eisenbergiella_massiliensis	Eubacterium_hallii	Butyrivibrio_crossotus	Intestinibacter_bartlettii	Romboutsia_timonensis	Finegoldia_magna	Alistipes_indistinctus	Alistipes_ihumii	Alistipes_obesi	Alistipes_shahii	Alistipes_finegoldii	Alistipes_putredinis	Odoribacter_splanchnicus	Butyricimonas_sp._Marseille-P4593	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotellamassilia_timonensis	Paraprevotella_clara	Prevotella_corporis	Prevotella_copri	Prevotella_stercorea	Prevotella_sp._Marseille-P4119	Prevotella_lascolaii	Bacteroides_coprocola	Bacteroides_dorei	Bacteroides_vulgatus	Bacteroides_sp._4_3_47FAA	Bacteroides_massiliensis	Bacteroides_cellulosilyticus	Bacteroides_intestinalis	Bacteroides_xylanisolvens	Bacteroides_sp._3_1_13	Bacteroides_ovatus	Bacteroides_sp._HMSC073E02	Bacteroides_caccae	Bacteroides_finegoldii	Bacteroides_faecis	Bacteroides_thetaiotaomicron	Bacteroides_fragilis	Bacteroides_salyersiae	Bacteroides_eggerthii	Bacteroides_stercoris	Bacteroides_uniformis	Bacteroides_sp._D20	Barnesiella_intestinihominis	Bilophila_wadsworthia	Clostridium_glycyrrhizinilyticum	Escherichia_coli	Sutterella_wadsworthensis	Akkermansia_muciniphila	Collinsella_bouchesdurhonensis	Collinsella_aerofaciens	Collinsella_sp._4_8_47FAA	Collinsella_sp._TF06-26	Senegalimassilia_anaerobia	Gordonibacter_urolithinfaciens	Gordonibacter_pamelaeae	Eggerthella_lenta	Adlercreutzia_equolifaciens	Bifidobacterium_bifidum	Bifidobacterium_catenulatum	Bifidobacterium_pseudocatenulatum	Bifidobacterium_kashiwanohense	Bifidobacterium_adolescentis	Bifidobacterium_breve	Bifidobacterium_longum	Bifidobacterium_animalis	Lactococcus_lactis	Megasphaera_massiliensis	Dialister_invisus	Phascolarctobacterium_succinatutens	Turicibacter_sanguinis	bacterium_LF-3	Coprobacillus_sp._8_1_38FAA	Coprobacillus_sp._29_1	Massiliomicrobiota_timonensis	Catenibacterium_mitsuokai	Clostridium_spiroforme	Eubacterium_sp._3_1_31	Faecalitalea_cylindroides	Holdemanella_biformis	Streptococcus_thermophilus	Lactobacillus_ruminis
Roseburia_intestinalis	0.31694	0.17021000000000003	0.18688	0.3296800000000001	0.4132200000000001	0.45439000000000007	0.36513	0.35871000000000003	0.35173000000000004	0.31595	0.35797000000000007	0.37191	0.32544000000000006	0.31069	0.33155000000000007	0.28045000000000003	0.27037	0.24799	0.09108	0.09353	0.02234	0.05111	0.02788	0.0011	0.0	0.07011	0.08137	0.08149	0.11785999999999998	0.11435999999999999	0.11164999999999999	0.08736	0.11595	0.10602999999999999	0.12608	0.12474999999999999	0.12372999999999999	0.13618	0.13532000000000002	0.13777	0.07732	0.13915999999999998	0.14234	0.15076	0.14917	0.14757	0.14772	0.14872	0.1091	0.1167	0.09884	0.09771	0.1228	0.12809	0.11521	0.11301	0.10680999999999999	0.12739999999999999	0.10874	0.13329	0.13597	0.10293	0.12483999999999998	0.10464999999999999	0.35914	0.36115	0.34568	0.35258	0.35258	0.33492	0.37245	0.39259	0.3889	0.39677	0.57818	0.45063000000000003	0.47375	0.47935	0.5259	0.5200400000000001	0.48227000000000003	0.44351	0.46510999999999997	0.46718	0.46747	0.46437	0.44551	0.43322	0.44739	0.44642000000000004	0.47916	0.47576	0.44082	0.45187	0.44122	0.44122	0.42883	0.45380000000000004	0.42254	0.44611	0.42621	0.42583	0.37007	0.30343000000000003	0.5365000000000001	0.35247	0.39005999999999996	0.27378	0.32978	0.34002	0.34057	0.34057	0.36118	0.36142	0.35556000000000004	0.33232	0.31666	0.28554	0.30639	0.3052	0.29889	0.29321	0.28626	0.28626	0.27595000000000003	0.43123999999999996	0.28809999999999997	0.321	0.30258	0.29449000000000003	0.37044000000000005	0.36860000000000004	0.40010000000000007	0.41277	0.41436000000000006	0.3248500000000001	0.3992000000000001	0.42315000000000014	0.4195000000000001	0.24389	0.24387
Eubacterium_ramulus	0.33191000000000004	0.18518	0.20184999999999997	0.34465000000000007	0.42819000000000007	0.46936000000000005	0.38010000000000005	0.37368	0.3667	0.33092000000000005	0.37294000000000005	0.38688	0.34041000000000005	0.32566000000000006	0.34652000000000005	0.29541999999999996	0.28534	0.26295999999999997	0.10605	0.1085	0.048870000000000004	0.0913	0.08175	0.07011	0.07011	0.0	0.09634000000000001	0.09646	0.13283	0.12933	0.12662	0.10233	0.13092	0.121	0.14105	0.13972	0.13870000000000002	0.15115	0.15029000000000003	0.15274000000000001	0.09229	0.15413000000000002	0.15731000000000003	0.16573000000000002	0.16414000000000004	0.16254000000000002	0.16269000000000003	0.16369000000000003	0.12407000000000001	0.13167	0.11381000000000001	0.11268000000000002	0.13777	0.14306	0.13018000000000002	0.12798	0.12178	0.14237	0.12371000000000001	0.14826	0.15094000000000002	0.1179	0.13981	0.11962	0.37411	0.37611999999999995	0.36064999999999997	0.36755	0.36755	0.34989	0.38742	0.40756	0.40387	0.41174	0.5931500000000001	0.4656	0.48872	0.49432	0.5408700000000001	0.5350100000000001	0.49723999999999996	0.45848	0.48007999999999995	0.48214999999999997	0.48244	0.47934	0.46048	0.44819	0.46236	0.46139	0.49412999999999996	0.49072999999999994	0.45579	0.46684	0.45619	0.45619	0.4438	0.46877	0.43751	0.46108	0.44117999999999996	0.44079999999999997	0.38504	0.3184	0.55147	0.36744	0.40502999999999995	0.28875	0.34475	0.35499	0.35554	0.35554	0.37615	0.37639	0.37053	0.34729	0.33163	0.30051	0.32136	0.32017	0.31386	0.30818	0.30123	0.30123	0.29092	0.44621	0.30307	0.33597	0.31754999999999994	0.30946	0.38541000000000003	0.38357	0.41507000000000005	0.42774	0.42933000000000004	0.33982000000000007	0.41417000000000004	0.43812000000000006	0.43447	0.25886	0.25883999999999996
Lachnospira_pectinoschiza	0.31953	0.1728	0.18947000000000003	0.33227000000000007	0.41581000000000007	0.45698000000000005	0.36772000000000005	0.3613	0.35432	0.31854000000000005	0.36056000000000005	0.3745	0.32803000000000004	0.31328	0.33414000000000005	0.28304	0.27296	0.25057999999999997	0.09367	0.09612000000000001	0.06013	0.10256000000000001	0.09301000000000001	0.08137	0.08137	0.09634000000000001	0.0	0.0012200000000000002	0.12044999999999999	0.11694999999999998	0.11424	0.08994999999999999	0.11853999999999999	0.10862	0.12867	0.12734	0.12632	0.13877	0.13791	0.14036	0.07991	0.14175	0.14493000000000003	0.15335000000000001	0.15176	0.15016000000000002	0.15031	0.15131	0.11169000000000001	0.11929000000000001	0.10143	0.10030000000000001	0.12539	0.13068000000000002	0.11780000000000002	0.11560000000000001	0.1094	0.12999	0.11133000000000001	0.13588	0.13856000000000002	0.10552	0.12743	0.10724	0.36172999999999994	0.36374	0.34826999999999997	0.35517	0.35517	0.33751	0.37504	0.39518	0.39149	0.39936	0.58077	0.45322	0.47634	0.48194	0.52849	0.52263	0.48486	0.4461	0.46769999999999995	0.46976999999999997	0.47006	0.46696	0.4481	0.43581	0.44998	0.44901	0.48174999999999996	0.47835	0.44340999999999997	0.45446	0.44381	0.44381	0.43141999999999997	0.45639	0.42513	0.4487	0.42879999999999996	0.42841999999999997	0.37266	0.30602	0.5390900000000001	0.35506	0.39264999999999994	0.27637	0.33237	0.34260999999999997	0.34315999999999997	0.34315999999999997	0.36377	0.36401	0.35815	0.33491	0.31925	0.28813	0.30898	0.30779	0.30147999999999997	0.2958	0.28885	0.28885	0.27854	0.43382999999999994	0.29068999999999995	0.32359	0.30517	0.29708	0.37303000000000003	0.37119	0.40269000000000005	0.41536	0.41695000000000004	0.32744000000000006	0.4017900000000001	0.4257400000000001	0.4220900000000001	0.24647999999999998	0.24645999999999998
Eubacterium_eligens	0.31965	0.17292000000000002	0.18958999999999998	0.3323900000000001	0.4159300000000001	0.45710000000000006	0.36784000000000006	0.36142	0.35444000000000003	0.31866000000000005	0.36068000000000006	0.37462	0.32815000000000005	0.3134	0.33426000000000006	0.28316	0.27308	0.2507	0.09379	0.09623999999999999	0.06025	0.10268000000000001	0.09313	0.08149	0.08149	0.09646	0.0012200000000000002	0.0	0.12056999999999998	0.11707	0.11435999999999998	0.09006999999999998	0.11865999999999999	0.10873999999999999	0.12879	0.12746	0.12644	0.13889	0.13803	0.14048000000000002	0.08002999999999999	0.14187	0.14505	0.15347000000000002	0.15188000000000001	0.15028	0.15043	0.15143	0.11181	0.11941	0.10155	0.10042000000000001	0.12551	0.1308	0.11792	0.11572000000000002	0.10952	0.13011	0.11145	0.13599999999999998	0.13868	0.10563999999999998	0.12755	0.10735999999999998	0.36184999999999995	0.36386	0.34839	0.35529	0.35529	0.33763	0.37516	0.3953	0.39161	0.39948	0.58089	0.45334	0.47646	0.48206	0.52861	0.52275	0.48497999999999997	0.44622	0.46781999999999996	0.46989	0.47018	0.46708	0.44822	0.43593	0.4501	0.44913000000000003	0.48186999999999997	0.47847	0.44353	0.45458	0.44393	0.44393	0.43154	0.45651	0.42525	0.44882	0.42891999999999997	0.42854	0.37278	0.30614	0.5392100000000001	0.35518	0.39276999999999995	0.27649	0.33249	0.34273	0.34328	0.34328	0.36389	0.36413	0.35827000000000003	0.33503	0.31937	0.28825	0.3091	0.30791	0.3016	0.29592	0.28897	0.28897	0.27866	0.43394999999999995	0.29080999999999996	0.32371	0.30529	0.2972	0.37315000000000004	0.37131000000000003	0.40281000000000006	0.41548	0.41707000000000005	0.3275600000000001	0.4019100000000001	0.4258600000000001	0.4222100000000001	0.24659999999999999	0.24658
Anaerostipes_caccae	0.32162	0.17489	0.19155999999999995	0.33436000000000005	0.41790000000000005	0.45907000000000003	0.36981	0.36339000000000005	0.35641	0.3206300000000001	0.36265000000000003	0.37659000000000004	0.3301200000000001	0.31537000000000004	0.3362300000000001	0.28513000000000005	0.27505	0.25267	0.11361999999999998	0.11606999999999999	0.09661999999999998	0.13905000000000003	0.1295	0.11785999999999998	0.11785999999999998	0.13283	0.12044999999999999	0.12056999999999998	0.0	0.0632	0.060489999999999995	0.07108	0.10829	0.09837	0.11842	0.11709	0.11606999999999999	0.12852	0.12766	0.13011	0.06966	0.14384000000000002	0.14702	0.15544000000000002	0.15385000000000001	0.15225	0.1524	0.1534	0.11378	0.12138	0.10352	0.10239000000000001	0.12748	0.13277	0.11989	0.11769000000000002	0.11149	0.13208	0.11341999999999999	0.13797	0.14065	0.10760999999999998	0.12952	0.10932999999999998	0.36382	0.36582999999999993	0.35035999999999995	0.35725999999999997	0.35725999999999997	0.33959999999999996	0.37712999999999997	0.39726999999999996	0.39358	0.40145	0.5828599999999999	0.45531	0.47842999999999997	0.48402999999999996	0.53058	0.5247200000000001	0.48694999999999994	0.44819	0.46978999999999993	0.47185999999999995	0.47214999999999996	0.46904999999999997	0.45019	0.43789999999999996	0.45206999999999997	0.4511	0.48383999999999994	0.4804399999999999	0.44549999999999995	0.45654999999999996	0.44589999999999996	0.44589999999999996	0.43350999999999995	0.45848	0.42722	0.45078999999999997	0.43088999999999994	0.43050999999999995	0.37474999999999997	0.30811	0.54118	0.35714999999999997	0.3947399999999999	0.27846	0.33446	0.34469999999999995	0.34524999999999995	0.34524999999999995	0.36585999999999996	0.3661	0.36024	0.33699999999999997	0.32133999999999996	0.29022	0.31106999999999996	0.30988	0.30356999999999995	0.29789	0.29094	0.29094	0.28063	0.43592	0.29278	0.32567999999999997	0.3072599999999999	0.29917	0.37512	0.37328	0.40478000000000003	0.41745	0.41904	0.32953000000000005	0.40388	0.42783000000000004	0.42418	0.24856999999999996	0.24854999999999997
Anaerostipes_hadrus	0.31811999999999996	0.17139	0.18806	0.3308600000000001	0.41440000000000005	0.45557000000000003	0.36631	0.35989000000000004	0.35291000000000006	0.3171300000000001	0.35915	0.37309000000000003	0.32662000000000013	0.31187000000000004	0.3327300000000001	0.28163000000000005	0.27155000000000007	0.24917	0.11011999999999998	0.11256999999999999	0.09312	0.13555000000000003	0.126	0.11435999999999999	0.11435999999999999	0.12933	0.11694999999999998	0.11707	0.0632	0.0	0.0059099999999999995	0.06758	0.10479	0.09487	0.11492	0.11359	0.11256999999999999	0.12502	0.12415999999999999	0.12661	0.06616	0.14034	0.14352	0.15194000000000002	0.15035	0.14875	0.1489	0.1499	0.11028	0.11788	0.10002	0.09889	0.12398	0.12927	0.11639	0.11419000000000001	0.10799	0.12858	0.10991999999999999	0.13447	0.13715	0.10410999999999998	0.12602	0.10582999999999998	0.3603199999999999	0.36233	0.34685999999999995	0.35375999999999996	0.35375999999999996	0.33609999999999995	0.37362999999999996	0.39376999999999995	0.39008	0.39794999999999997	0.57936	0.45181	0.47492999999999996	0.48052999999999996	0.52708	0.52122	0.48345	0.44469	0.4662899999999999	0.46835999999999994	0.46864999999999996	0.46554999999999996	0.44669	0.43439999999999995	0.44856999999999997	0.4476	0.48033999999999993	0.47694	0.44199999999999995	0.45304999999999995	0.44239999999999996	0.44239999999999996	0.43000999999999995	0.45498	0.42372	0.44728999999999997	0.42738999999999994	0.42700999999999995	0.37124999999999997	0.30461	0.53768	0.35364999999999996	0.3912399999999999	0.27496	0.33096	0.34119999999999995	0.34174999999999994	0.34174999999999994	0.36235999999999996	0.3626	0.35674	0.33349999999999996	0.31783999999999996	0.28672	0.30756999999999995	0.30638	0.30006999999999995	0.29439	0.28744	0.28744	0.27713	0.4324199999999999	0.2892799999999999	0.32217999999999997	0.30376	0.29567	0.37162	0.36978	0.40128	0.41395	0.41554	0.32603000000000004	0.40038000000000007	0.4243300000000001	0.42068000000000005	0.24506999999999995	0.24504999999999996
Clostridium_sp._SS2/1	0.31540999999999997	0.16868	0.18535000000000001	0.3281500000000001	0.41169000000000006	0.45286000000000004	0.36360000000000003	0.35718	0.3502	0.31442000000000003	0.35644000000000003	0.37038	0.3239100000000001	0.30916	0.3300200000000001	0.27892000000000006	0.26884	0.24646	0.10740999999999999	0.10985999999999999	0.09040999999999999	0.13284	0.12329	0.11164999999999999	0.11164999999999999	0.12662	0.11424	0.11435999999999998	0.060489999999999995	0.0059099999999999995	0.0	0.06487	0.10207999999999999	0.09215999999999999	0.11220999999999999	0.11087999999999999	0.10986	0.12231	0.12145	0.1239	0.06345	0.13763	0.14081	0.14923000000000003	0.14764000000000002	0.14604	0.14619000000000001	0.14719000000000002	0.10757000000000001	0.11517000000000001	0.09731000000000001	0.09618000000000002	0.12127000000000002	0.12656	0.11368	0.11148000000000002	0.10528000000000001	0.12587	0.10721	0.13176000000000002	0.13444	0.10139999999999999	0.12331	0.10311999999999999	0.35761	0.35962	0.34414999999999996	0.35105	0.35105	0.33338999999999996	0.37091999999999997	0.39105999999999996	0.38737	0.39524	0.57665	0.4491	0.47222	0.47781999999999997	0.52437	0.51851	0.48074	0.44198	0.46357999999999994	0.46564999999999995	0.46593999999999997	0.46284	0.44398	0.43168999999999996	0.44586	0.44489	0.47763	0.47423	0.43928999999999996	0.45033999999999996	0.43968999999999997	0.43968999999999997	0.42729999999999996	0.45227	0.42101	0.44458	0.42467999999999995	0.42429999999999995	0.36854	0.3019	0.5349700000000001	0.35094	0.38852999999999993	0.27225	0.32825	0.33848999999999996	0.33903999999999995	0.33903999999999995	0.35964999999999997	0.35989	0.35403	0.33079	0.31512999999999997	0.28401	0.30485999999999996	0.30367	0.29735999999999996	0.29168	0.28473	0.28473	0.27442	0.4297099999999999	0.28656999999999994	0.31947	0.30105	0.29296	0.36891	0.36707	0.39857000000000004	0.41124	0.41283000000000003	0.32332000000000005	0.3976700000000001	0.4216200000000001	0.41797000000000006	0.24235999999999996	0.24233999999999997
Eubacterium_ventriosum	0.29111999999999993	0.14439000000000002	0.16105999999999998	0.30386	0.3874	0.42857	0.33931000000000006	0.33289	0.3259100000000001	0.29013	0.33215000000000006	0.34609	0.29962	0.28487	0.30573	0.25463	0.24455000000000005	0.22217000000000003	0.08311999999999999	0.08557	0.06612	0.10855000000000001	0.099	0.08736	0.08736	0.10233	0.08994999999999999	0.09006999999999998	0.07108	0.06758	0.06487	0.0	0.07779	0.06787	0.08792	0.08659	0.08557	0.09802	0.09716	0.09960999999999999	0.03915999999999999	0.11334000000000001	0.11652	0.12494000000000001	0.12335	0.12175	0.1219	0.1229	0.08328	0.09088	0.07302	0.07189000000000001	0.09698000000000001	0.10227	0.08939	0.08719000000000002	0.08099	0.10158000000000002	0.08292	0.10747	0.11015	0.07711000000000001	0.09902	0.07883	0.33332	0.33533	0.31986	0.32676	0.32676	0.3091	0.34663	0.36677	0.36308	0.37095	0.5523600000000001	0.42481	0.44793	0.45353	0.50008	0.49422	0.45645	0.41769	0.43928999999999996	0.44136	0.44165	0.43855	0.41969	0.4074	0.42157	0.42060000000000003	0.45334	0.44994	0.415	0.42605	0.4154	0.4154	0.40301	0.42798	0.39672	0.42029	0.40038999999999997	0.40001	0.34425	0.27761	0.51068	0.32665000000000005	0.36423999999999995	0.24796000000000004	0.30396	0.3142	0.31475	0.31475	0.33536	0.3356	0.32974	0.3065	0.29084	0.25972	0.28057	0.27938	0.27307	0.26739	0.26044	0.26044	0.25013	0.40542	0.26228	0.29518	0.27675999999999995	0.26867	0.34462000000000004	0.34278000000000003	0.37428000000000006	0.38695	0.38854000000000005	0.29903	0.37338000000000005	0.39733000000000007	0.39368000000000003	0.21806999999999999	0.21805
Coprococcus_comes	0.31970999999999994	0.17297999999999997	0.18964999999999999	0.33245	0.4159900000000001	0.45716000000000007	0.36790000000000006	0.3614800000000001	0.3545000000000001	0.31872000000000006	0.36074000000000006	0.37468000000000007	0.3282100000000001	0.31346	0.33432000000000006	0.28322	0.27314000000000005	0.25076000000000004	0.11170999999999999	0.11415999999999998	0.09470999999999999	0.13714000000000004	0.12759	0.11595	0.11595	0.13092	0.11853999999999999	0.11865999999999999	0.10829	0.10479	0.10207999999999999	0.07779	0.0	0.02534	0.04539000000000001	0.04406	0.04304	0.07861	0.07775	0.08020000000000001	0.03973	0.14193	0.14511000000000002	0.15353000000000003	0.15194000000000002	0.15034	0.15049	0.15149	0.11187000000000001	0.11947	0.10161	0.10048000000000001	0.12557000000000001	0.13086	0.11798	0.11578000000000002	0.10958000000000001	0.13017	0.11151	0.13606	0.13874	0.10569999999999999	0.12761	0.10741999999999999	0.36191	0.36391999999999997	0.34845	0.35535	0.35535	0.33769	0.37522	0.39536	0.39167	0.39954	0.58095	0.4534	0.47652	0.48212	0.5286700000000001	0.5228100000000001	0.48503999999999997	0.44628	0.46787999999999996	0.46995	0.47024	0.46714	0.44828	0.43599	0.45016	0.44919000000000003	0.48192999999999997	0.47853	0.44359	0.45464	0.44399	0.44399	0.4316	0.45657000000000003	0.42531	0.44888	0.42898	0.4286	0.37284	0.3062	0.53927	0.35524	0.39282999999999996	0.27655	0.33255	0.34279	0.34334	0.34334	0.36395	0.36419	0.35833000000000004	0.33509	0.31943	0.28831	0.30916	0.30797	0.30166	0.29598	0.28903	0.28903	0.27872	0.43401	0.29087	0.32377	0.30534999999999995	0.29726	0.37321000000000004	0.37137000000000003	0.40287000000000006	0.41554	0.41713000000000006	0.32762	0.40197000000000005	0.4259200000000001	0.42227000000000003	0.24666	0.24664
Sellimonas_intestinalis	0.30979	0.16305999999999998	0.17973	0.32253000000000004	0.4060700000000001	0.4472400000000001	0.3579800000000001	0.35156000000000004	0.34458000000000005	0.30879999999999996	0.3508200000000001	0.36476000000000003	0.31829	0.30354	0.3244000000000001	0.27330000000000004	0.26322	0.24084	0.10178999999999999	0.10423999999999999	0.08478999999999999	0.12722	0.11767	0.10602999999999999	0.10602999999999999	0.121	0.10862	0.10873999999999999	0.09837	0.09487	0.09215999999999999	0.06787	0.02534	0.0	0.02005	0.01872	0.0177	0.06869	0.06783	0.07028000000000001	0.02981	0.13201	0.13519	0.14361000000000002	0.14202	0.14042	0.14057	0.14157	0.10195000000000001	0.10955000000000001	0.09169000000000001	0.09056000000000002	0.11565000000000002	0.12094000000000002	0.10806000000000002	0.10586000000000001	0.09966000000000003	0.12025000000000001	0.10159000000000001	0.12614	0.12882000000000002	0.09578	0.11768999999999999	0.0975	0.35199	0.35400000000000004	0.33853	0.34543	0.34543	0.32777	0.3653	0.38544	0.38175000000000003	0.38962	0.5710300000000001	0.44348000000000004	0.4666	0.4722	0.51875	0.5128900000000001	0.47512000000000004	0.43636	0.45796	0.46003	0.46032	0.45722	0.43836	0.42607	0.44024	0.43927000000000005	0.47201000000000004	0.46861	0.43367	0.44472	0.43407	0.43407	0.42168	0.44665000000000005	0.41539000000000004	0.43896	0.41906	0.41868	0.36292	0.29628000000000004	0.5293500000000001	0.34532000000000007	0.38291	0.26663000000000003	0.32263000000000003	0.33287	0.33342	0.33342	0.35403	0.35427000000000003	0.34841000000000005	0.32517	0.30951	0.27839	0.29924	0.29805000000000004	0.29174	0.28606000000000004	0.27911	0.27911	0.26880000000000004	0.42408999999999997	0.28095	0.31385	0.29543	0.28734000000000004	0.36329000000000006	0.36145000000000005	0.3929500000000001	0.40562000000000004	0.40721000000000007	0.31770000000000004	0.3920500000000001	0.41600000000000004	0.4123500000000001	0.23674	0.23672
Ruminococcus_lactaris	0.32984	0.18311	0.19978	0.34258000000000005	0.4261200000000001	0.4672900000000001	0.3780300000000001	0.37161000000000005	0.36463000000000007	0.3288500000000001	0.37087000000000003	0.38481000000000004	0.3383400000000001	0.32359000000000004	0.3444500000000001	0.29334999999999994	0.28327	0.26089	0.12183999999999999	0.12428999999999998	0.10483999999999999	0.14727	0.13772	0.12608	0.12608	0.14105	0.12867	0.12879	0.11842	0.11492	0.11220999999999999	0.08792	0.04539000000000001	0.02005	0.0	0.026250000000000002	0.025230000000000002	0.08874	0.08788	0.09033000000000001	0.04986	0.15206	0.15524000000000002	0.16366	0.16207000000000002	0.16047	0.16062	0.16162	0.122	0.1296	0.11173999999999999	0.11061	0.1357	0.14098999999999998	0.12811	0.12591	0.11970999999999998	0.14029999999999998	0.12164	0.14619	0.14887	0.11582999999999999	0.13773999999999997	0.11754999999999999	0.37204	0.37404999999999994	0.35857999999999995	0.36547999999999997	0.36547999999999997	0.34781999999999996	0.38534999999999997	0.40548999999999996	0.4018	0.40967	0.59108	0.46353	0.48664999999999997	0.49224999999999997	0.5388000000000001	0.5329400000000001	0.49516999999999994	0.45641	0.47800999999999993	0.48007999999999995	0.48036999999999996	0.47726999999999997	0.45841	0.44611999999999996	0.46029	0.45932	0.49205999999999994	0.4886599999999999	0.45371999999999996	0.46476999999999996	0.45411999999999997	0.45411999999999997	0.44172999999999996	0.4667	0.43544	0.45901	0.43910999999999994	0.43872999999999995	0.38297	0.31633	0.5494	0.36537	0.40295999999999993	0.28668	0.34268	0.35292	0.35347	0.35347	0.37407999999999997	0.37432	0.36846	0.34521999999999997	0.32955999999999996	0.29844	0.31928999999999996	0.3181	0.31178999999999996	0.30611	0.29916	0.29916	0.28885	0.44414	0.301	0.3339	0.3154799999999999	0.30739	0.38334	0.3815	0.41300000000000003	0.42567	0.42726000000000003	0.33775000000000005	0.4121	0.43605000000000005	0.4324	0.25678999999999996	0.25676999999999994
Ruminococcus_faecis	0.32850999999999997	0.18178	0.19845000000000002	0.34125000000000005	0.4247900000000001	0.4659600000000001	0.3767000000000001	0.37028000000000005	0.36330000000000007	0.3275200000000001	0.36954000000000004	0.38348000000000004	0.33701000000000003	0.32226	0.3431200000000001	0.29201999999999995	0.28194	0.25956	0.12050999999999999	0.12295999999999999	0.10351	0.14594000000000001	0.13639	0.12474999999999999	0.12474999999999999	0.13972	0.12734	0.12746	0.11709	0.11359	0.11087999999999999	0.08659	0.04406	0.01872	0.026250000000000002	0.0	0.00212	0.08741	0.08655	0.08900000000000001	0.048530000000000004	0.15073	0.15391000000000002	0.16233	0.16074000000000002	0.15914	0.15929	0.16029	0.12067	0.12827	0.11041	0.10928	0.13437	0.13965999999999998	0.12678	0.12458	0.11837999999999999	0.13896999999999998	0.12031	0.14486	0.14754	0.11449999999999999	0.13640999999999998	0.11621999999999999	0.37070999999999993	0.37272	0.35724999999999996	0.3641499999999999	0.3641499999999999	0.34648999999999996	0.38402	0.40415999999999996	0.40047	0.40834	0.5897500000000001	0.4622	0.48532	0.49091999999999997	0.53747	0.53161	0.49383999999999995	0.45508	0.47667999999999994	0.47874999999999995	0.47903999999999997	0.47594	0.45708	0.44478999999999996	0.45896	0.45799	0.49072999999999994	0.48732999999999993	0.45238999999999996	0.46343999999999996	0.45278999999999997	0.45278999999999997	0.44039999999999996	0.46537	0.43411	0.45768	0.43777999999999995	0.43739999999999996	0.38164	0.315	0.5480700000000001	0.36404	0.40162999999999993	0.28535	0.34135	0.35159	0.35214	0.35214	0.37274999999999997	0.37299	0.36713	0.34389	0.32822999999999997	0.29711	0.31795999999999996	0.31677	0.31045999999999996	0.30478	0.29783	0.29783	0.28752	0.4428099999999999	0.29966999999999994	0.33257	0.31415	0.30606	0.38201	0.38017	0.41167000000000004	0.42434	0.42593000000000003	0.33642000000000005	0.4107700000000001	0.4347200000000001	0.43107000000000006	0.25545999999999996	0.25544
