species	Streptococcus_salivarius	Clostridium_disporicum	Monoglobus_pectinilyticus	Eubacterium_siraeum	Gemmiger_formicilis	Faecalibacterium_prausnitzii	Ruthenibacterium_lactatiformans	Subdoligranulum_sp._4_3_54A2FAA	Anaerotruncus_colihominis	Massilioclostridium_coli	Neglecta_timonensis	Clostridium_leptum	Anaeromassilibacillus_sp._Marseille-P3371	Ruminococcus_bicirculans	Ruminococcus_callidus	Clostridium_phoceensis	Flavonifractor_plautii	Intestinimonas_butyriciproducens	Coprococcus_eutactus	Clostridium_sp._L2-50	Eubacterium_rectale	Roseburia_inulinivorans	Roseburia_faecis	Roseburia_hominis	Roseburia_intestinalis	Eubacterium_ramulus	Lachnospira_pectinoschiza	Eubacterium_eligens	Anaerostipes_caccae	Anaerostipes_hadrus	Clostridium_sp._SS2/1	Eubacterium_ventriosum	Coprococcus_comes	Sellimonas_intestinalis	Ruminococcus_lactaris	Ruminococcus_faecis	Ruminococcus_torques	Mordavella_sp._Marseille-P3756	Dorea_longicatena	Dorea_formicigenerans	Ruminococcus_gnavus	Blautia_massiliensis	Blautia_obeum	Blautia_sp._Marseille-P3087	Blautia_sp._SF-50	Blautia_sp._Marseille-P2398	Blautia_sp._KLE_1732	Blautia_wexlerae	Blautia_producta	Blautia_sp._Marseille-P3201T	Blautia_hydrogenotrophica	Fusicatenibacter_saccharivorans	Hungatella_hathewayi	Clostridium_symbiosum	Clostridium_citroniae	Clostridium_bolteae	Clostridium_clostridioforme	Bacteroides_pectinophilus	Eisenbergiella_massiliensis	Eubacterium_hallii	Butyrivibrio_crossotus	Intestinibacter_bartlettii	Romboutsia_timonensis	Finegoldia_magna	Alistipes_indistinctus	Alistipes_ihumii	Alistipes_obesi	Alistipes_shahii	Alistipes_finegoldii	Alistipes_putredinis	Odoribacter_splanchnicus	Butyricimonas_sp._Marseille-P4593	Parabacteroides_distasonis	Parabacteroides_merdae	Prevotellamassilia_timonensis	Paraprevotella_clara	Prevotella_corporis	Prevotella_copri	Prevotella_stercorea	Prevotella_sp._Marseille-P4119	Prevotella_lascolaii	Bacteroides_coprocola	Bacteroides_dorei	Bacteroides_vulgatus	Bacteroides_sp._4_3_47FAA	Bacteroides_massiliensis	Bacteroides_cellulosilyticus	Bacteroides_intestinalis	Bacteroides_xylanisolvens	Bacteroides_sp._3_1_13	Bacteroides_ovatus	Bacteroides_sp._HMSC073E02	Bacteroides_caccae	Bacteroides_finegoldii	Bacteroides_faecis	Bacteroides_thetaiotaomicron	Bacteroides_fragilis	Bacteroides_salyersiae	Bacteroides_eggerthii	Bacteroides_stercoris	Bacteroides_uniformis	Bacteroides_sp._D20	Barnesiella_intestinihominis	Bilophila_wadsworthia	Clostridium_glycyrrhizinilyticum	Escherichia_coli	Sutterella_wadsworthensis	Akkermansia_muciniphila	Collinsella_bouchesdurhonensis	Collinsella_aerofaciens	Collinsella_sp._4_8_47FAA	Collinsella_sp._TF06-26	Senegalimassilia_anaerobia	Gordonibacter_urolithinfaciens	Gordonibacter_pamelaeae	Eggerthella_lenta	Adlercreutzia_equolifaciens	Bifidobacterium_bifidum	Bifidobacterium_catenulatum	Bifidobacterium_pseudocatenulatum	Bifidobacterium_kashiwanohense	Bifidobacterium_adolescentis	Bifidobacterium_breve	Bifidobacterium_longum	Bifidobacterium_animalis	Lactococcus_lactis	Megasphaera_massiliensis	Dialister_invisus	Phascolarctobacterium_succinatutens	Turicibacter_sanguinis	bacterium_LF-3	Coprobacillus_sp._8_1_38FAA	Coprobacillus_sp._29_1	Massiliomicrobiota_timonensis	Catenibacterium_mitsuokai	Clostridium_spiroforme	Eubacterium_sp._3_1_31	Faecalitalea_cylindroides	Holdemanella_biformis	Streptococcus_thermophilus	Lactobacillus_ruminis
Prevotella_copri	0.4452900000000001	0.37322	0.38989	0.5326900000000001	0.61623	0.6574	0.5681400000000001	0.56172	0.55474	0.5189600000000001	0.56098	0.57492	0.5284500000000001	0.5137	0.53456	0.48346	0.47338	0.451	0.47511	0.47756	0.45811	0.50054	0.49099	0.47935	0.47935	0.49432	0.48194	0.48206	0.48402999999999996	0.48052999999999996	0.47781999999999997	0.45353	0.48212	0.4722	0.49224999999999997	0.49091999999999997	0.4899	0.50235	0.50149	0.5039399999999999	0.44349	0.48791	0.49108999999999997	0.49951	0.49792	0.49632	0.49646999999999997	0.49746999999999997	0.45785	0.46545	0.44759	0.44646	0.47154999999999997	0.47684	0.46396	0.46176	0.45556	0.47614999999999996	0.44645	0.471	0.46346000000000004	0.4266	0.44851	0.37902	0.26795	0.26996000000000003	0.25449	0.26139	0.26139	0.24372999999999997	0.25096	0.2711	0.13063	0.1385	0.17639	0.04884	0.0056	0.0	0.09471000000000002	0.08885000000000001	0.05108	0.08598	0.1237	0.12577	0.12606	0.12296	0.13640000000000002	0.12411	0.13828000000000001	0.13731	0.17005000000000003	0.16665000000000002	0.13171	0.14276	0.13211	0.13211	0.11972000000000001	0.14468999999999999	0.11343	0.137	0.1171	0.11671999999999999	0.14652	0.2585	0.49156999999999995	0.30754	0.34513	0.22885000000000003	0.31251000000000007	0.32275000000000004	0.32330000000000003	0.32330000000000003	0.34391000000000005	0.34415000000000007	0.33829000000000004	0.31505000000000005	0.29939000000000004	0.26827	0.28912	0.28793	0.28162	0.27594	0.26899	0.26899	0.25868	0.46439	0.39173	0.42463	0.40621	0.42284000000000005	0.49879	0.49695000000000006	0.52845	0.54112	0.54271	0.45320000000000005	0.5275500000000001	0.5515000000000001	0.5478500000000001	0.37224	0.37222
Prevotella_stercorea	0.49184000000000005	0.41977000000000003	0.43644	0.57924	0.6627799999999999	0.7039500000000001	0.6146900000000001	0.6082700000000001	0.6012900000000001	0.5655100000000001	0.60753	0.6214700000000001	0.575	0.56025	0.58111	0.5300100000000001	0.5199300000000001	0.49755	0.52166	0.5241100000000001	0.50466	0.5470900000000001	0.53754	0.5259	0.5259	0.5408700000000001	0.52849	0.52861	0.53058	0.52708	0.52437	0.50008	0.5286700000000001	0.51875	0.5388000000000001	0.53747	0.5364500000000001	0.5489	0.5480400000000001	0.55049	0.49004	0.53446	0.53764	0.5460600000000001	0.54447	0.5428700000000001	0.5430200000000001	0.5440200000000001	0.5044	0.512	0.49413999999999997	0.49301	0.5181	0.52339	0.51051	0.50831	0.5021100000000001	0.5227	0.493	0.5175500000000001	0.5100100000000001	0.47315	0.49506	0.42557	0.3145	0.31651	0.30104000000000003	0.30794000000000005	0.30794000000000005	0.29028000000000004	0.29751000000000005	0.31765000000000004	0.17718000000000003	0.18505000000000002	0.22294	0.09539000000000002	0.08911000000000001	0.09471000000000002	0.0	0.02548	0.08191000000000001	0.13253	0.17025	0.17232000000000003	0.17260999999999999	0.16951	0.18295	0.17066000000000003	0.18483000000000005	0.18386000000000002	0.21660000000000001	0.2132	0.17826000000000003	0.18931000000000003	0.17866000000000004	0.17866000000000004	0.16627000000000003	0.19124000000000002	0.15998	0.18355000000000005	0.16365000000000002	0.16327000000000003	0.19307	0.30504999999999993	0.5381199999999999	0.35408999999999996	0.39168	0.2754	0.35906000000000005	0.3693	0.36985	0.36985	0.39046000000000003	0.39070000000000005	0.38484	0.36160000000000003	0.34594	0.31482	0.33567	0.33448	0.32817	0.32249	0.31554	0.31554	0.30523	0.51094	0.43828	0.47118	0.45276	0.46939000000000003	0.5453399999999999	0.5435	0.5750000000000001	0.58767	0.58926	0.49975	0.5741	0.5980500000000001	0.5944	0.41879	0.41877
Prevotella_sp._Marseille-P4119	0.4859800000000001	0.41391	0.43058	0.57338	0.65692	0.6980900000000001	0.6088300000000001	0.60241	0.59543	0.5596500000000001	0.60167	0.61561	0.5691400000000001	0.55439	0.5752499999999999	0.5241500000000001	0.51407	0.49168999999999996	0.5158	0.5182500000000001	0.49879999999999997	0.5412300000000001	0.53168	0.5200400000000001	0.5200400000000001	0.5350100000000001	0.52263	0.52275	0.5247200000000001	0.52122	0.51851	0.49422	0.5228100000000001	0.5128900000000001	0.5329400000000001	0.53161	0.5305900000000001	0.5430400000000001	0.5421800000000001	0.5446300000000001	0.48418	0.5286000000000001	0.53178	0.5402000000000001	0.53861	0.5370100000000001	0.5371600000000001	0.5381600000000001	0.49854	0.5061399999999999	0.48828	0.48714999999999997	0.51224	0.51753	0.50465	0.50245	0.49624999999999997	0.5168400000000001	0.48713999999999996	0.51169	0.50415	0.46729000000000004	0.48919999999999997	0.41971	0.30864	0.31065000000000004	0.29518000000000005	0.30208	0.30208	0.28442000000000006	0.29165	0.31179	0.17132	0.17919000000000002	0.21708	0.08953000000000001	0.08325	0.08885000000000001	0.02548	0.0	0.07605	0.12667	0.16439000000000004	0.16646	0.16675	0.16365000000000002	0.17709000000000003	0.1648	0.17897000000000002	0.17800000000000005	0.21074000000000004	0.20734000000000002	0.1724	0.18345	0.1728	0.1728	0.16041	0.18538000000000004	0.15412000000000003	0.17769000000000001	0.15778999999999999	0.15741	0.18721000000000002	0.29918999999999996	0.53226	0.34823	0.38582	0.26954	0.35320000000000007	0.36344000000000004	0.36399000000000004	0.36399000000000004	0.38460000000000005	0.38484000000000007	0.37898000000000004	0.35574000000000006	0.34008000000000005	0.30896	0.32981000000000005	0.32862	0.32231000000000004	0.31663	0.30968	0.30968	0.29937	0.50508	0.43242	0.46532	0.4469	0.46353000000000005	0.53948	0.53764	0.5691400000000001	0.58181	0.5834	0.49389000000000005	0.5682400000000001	0.5921900000000001	0.5885400000000001	0.41293	0.41291
Prevotella_lascolaii	0.44821	0.37614000000000003	0.39281000000000005	0.53561	0.61915	0.66032	0.57106	0.56464	0.55766	0.5218800000000001	0.5639	0.5778399999999999	0.53137	0.5166200000000001	0.5374800000000001	0.48638	0.4763	0.45392	0.47803	0.48048	0.46103	0.50346	0.49390999999999996	0.48227000000000003	0.48227000000000003	0.49723999999999996	0.48486	0.48497999999999997	0.48694999999999994	0.48345	0.48074	0.45645	0.48503999999999997	0.47512000000000004	0.49516999999999994	0.49383999999999995	0.49282	0.50527	0.50441	0.50686	0.44641	0.49083	0.49400999999999995	0.50243	0.50084	0.49923999999999996	0.49938999999999995	0.50039	0.46077	0.46836999999999995	0.45051	0.44938	0.47447	0.47976	0.46688	0.46468	0.45848	0.47907	0.44937	0.47392	0.46638	0.42952	0.45143	0.38194000000000006	0.27087000000000006	0.27288000000000007	0.25741	0.26431000000000004	0.26431000000000004	0.24665	0.25388000000000005	0.27402000000000004	0.13355	0.14142	0.17931	0.05176	0.04548	0.05108	0.08191000000000001	0.07605	0.0	0.08889999999999999	0.12662	0.12868999999999997	0.12897999999999998	0.12588	0.13932	0.12702999999999998	0.1412	0.14022999999999997	0.17297	0.16957	0.13463	0.14567999999999998	0.13502999999999998	0.13502999999999998	0.12264	0.14761000000000002	0.11635	0.13992	0.12001999999999999	0.11963999999999998	0.14944	0.26142	0.49449	0.31045999999999996	0.34804999999999997	0.23177	0.31543000000000004	0.32567	0.32622	0.32622	0.34683	0.34707000000000005	0.34121	0.31797000000000003	0.30231	0.27119	0.29204	0.29085	0.28453999999999996	0.27886	0.27191	0.27191	0.2616	0.46731	0.39465	0.42755	0.40913	0.42576	0.50171	0.49987000000000004	0.53137	0.54404	0.54563	0.45612	0.53047	0.55442	0.5507700000000001	0.37516	0.37514
Bacteroides_coprocola	0.40945	0.33738	0.35405	0.49685	0.58039	0.6215600000000001	0.5323000000000001	0.52588	0.5189	0.48312000000000005	0.52514	0.53908	0.49261	0.47786	0.49872	0.44762	0.43754000000000004	0.41516000000000003	0.43927	0.44172	0.42227000000000003	0.4647	0.45515	0.44351	0.44351	0.45848	0.4461	0.44622	0.44819	0.44469	0.44198	0.41769	0.44628	0.43636	0.45641	0.45508	0.45406	0.46651	0.46565	0.46809999999999996	0.40765	0.45207	0.45525	0.46367	0.46208	0.46048	0.46063	0.46163	0.42201	0.42961	0.41175	0.41062000000000004	0.43571	0.441	0.42812	0.42592	0.41972000000000004	0.44031	0.41061000000000003	0.43516	0.42762000000000006	0.39076	0.41267000000000004	0.34318	0.23210999999999996	0.23411999999999997	0.21864999999999998	0.22555	0.22555	0.20789	0.21512	0.23526	0.09479	0.10265999999999999	0.18481000000000003	0.05725999999999999	0.08038	0.08598	0.13253	0.12667	0.08889999999999999	0.0	0.08786	0.08993	0.09022	0.08712	0.10056000000000001	0.08827	0.10244	0.10147	0.13421	0.13081	0.09587000000000001	0.10692000000000002	0.09627000000000001	0.09627000000000001	0.08388000000000001	0.10885000000000002	0.07759	0.10116	0.08126000000000001	0.08088000000000001	0.11068	0.22266000000000002	0.45572999999999997	0.2717	0.30928999999999995	0.19301000000000001	0.27667	0.28691000000000005	0.28746000000000005	0.28746000000000005	0.30807000000000007	0.30831000000000003	0.30245000000000005	0.27921	0.26355	0.23243000000000003	0.25328	0.25209000000000004	0.24578	0.24010000000000004	0.23315000000000002	0.23315000000000002	0.22284000000000004	0.42855	0.35589000000000004	0.38879	0.37037000000000003	0.38700000000000007	0.46295000000000003	0.4611100000000001	0.49261000000000005	0.5052800000000001	0.50687	0.41736000000000006	0.4917100000000001	0.5156600000000001	0.5120100000000001	0.33640000000000003	0.33638
Bacteroides_dorei	0.43105000000000004	0.35898	0.37565	0.5184500000000001	0.60199	0.6431600000000001	0.5539000000000001	0.5474800000000001	0.5405000000000001	0.5047200000000001	0.54674	0.5606800000000001	0.5142100000000001	0.49945999999999996	0.5203200000000001	0.46921999999999997	0.45914	0.43676	0.46086999999999995	0.46331999999999995	0.44387	0.48629999999999995	0.47674999999999995	0.46510999999999997	0.46510999999999997	0.48007999999999995	0.46769999999999995	0.46781999999999996	0.46978999999999993	0.4662899999999999	0.46357999999999994	0.43928999999999996	0.46787999999999996	0.45796	0.47800999999999993	0.47667999999999994	0.47565999999999997	0.48810999999999993	0.48724999999999996	0.4896999999999999	0.42924999999999996	0.47367	0.47684999999999994	0.48527	0.48367999999999994	0.48207999999999995	0.48222999999999994	0.48322999999999994	0.44360999999999995	0.45120999999999994	0.43334999999999996	0.43222	0.45730999999999994	0.46259999999999996	0.44971999999999995	0.44752	0.44132	0.46190999999999993	0.43221	0.45675999999999994	0.44922	0.41235999999999995	0.43427	0.36478	0.25371	0.25572	0.24025	0.24715	0.24715	0.22949	0.23671999999999996	0.25686000000000003	0.11639	0.12426	0.22253	0.09498	0.1181	0.1237	0.17025	0.16439000000000004	0.12662	0.08786	0.0	0.026529999999999998	0.02682	0.05624	0.12216	0.10987	0.12404000000000001	0.12307000000000001	0.15581	0.15241	0.11746999999999999	0.12852000000000002	0.11787	0.11787	0.10548	0.13045	0.09919	0.12276000000000001	0.10286	0.10247999999999999	0.13228	0.24426000000000003	0.47733	0.2933	0.33088999999999996	0.21461000000000002	0.29827000000000004	0.30851000000000006	0.30906000000000006	0.30906000000000006	0.3296700000000001	0.32991000000000004	0.32405000000000006	0.30081	0.28515000000000007	0.25403000000000003	0.27488	0.27369000000000004	0.26738	0.26170000000000004	0.25475000000000003	0.25475000000000003	0.24444000000000005	0.45015000000000005	0.37749000000000005	0.41039000000000003	0.39197000000000004	0.4086000000000001	0.48455000000000004	0.4827100000000001	0.5142100000000001	0.52688	0.52847	0.4389600000000001	0.51331	0.5372600000000001	0.5336100000000001	0.35800000000000004	0.35798
Bacteroides_vulgatus	0.43312000000000006	0.36105	0.37772	0.5205200000000001	0.60406	0.6452300000000001	0.5559700000000001	0.5495500000000001	0.5425700000000001	0.5067900000000001	0.54881	0.5627500000000001	0.5162800000000001	0.50153	0.5223900000000001	0.47129	0.46121	0.43883	0.46293999999999996	0.46538999999999997	0.44594	0.48836999999999997	0.47881999999999997	0.46718	0.46718	0.48214999999999997	0.46976999999999997	0.46989	0.47185999999999995	0.46835999999999994	0.46564999999999995	0.44136	0.46995	0.46003	0.48007999999999995	0.47874999999999995	0.47773	0.49017999999999995	0.48932	0.49176999999999993	0.43132	0.47574	0.47891999999999996	0.48734	0.48574999999999996	0.48414999999999997	0.48429999999999995	0.48529999999999995	0.44567999999999997	0.45327999999999996	0.43542	0.43429	0.45937999999999996	0.46466999999999997	0.45178999999999997	0.44959	0.44339	0.46397999999999995	0.43428	0.45882999999999996	0.45129	0.41442999999999997	0.43634	0.36685	0.25578	0.25779	0.24232	0.24921999999999997	0.24921999999999997	0.23156000000000002	0.23878999999999997	0.25893	0.11846	0.12633	0.22460000000000002	0.09705	0.12016999999999999	0.12577	0.17232000000000003	0.16646	0.12868999999999997	0.08993	0.026529999999999998	0.0	0.0018900000000000002	0.05831	0.12423000000000001	0.11194	0.12611	0.12514	0.15788000000000002	0.15448	0.11954000000000001	0.13059	0.11994	0.11994	0.10755	0.13252000000000003	0.10126	0.12483	0.10493	0.10454999999999999	0.13435	0.24633000000000002	0.47939999999999994	0.29536999999999997	0.33296	0.21668	0.30034000000000005	0.31058	0.31113	0.31113	0.33174000000000003	0.33198000000000005	0.32612	0.30288000000000004	0.28722000000000003	0.2561	0.27695000000000003	0.27576	0.26945	0.26377	0.25682	0.25682	0.24651	0.45222	0.37956	0.41246	0.39404	0.41067000000000004	0.48662	0.48478000000000004	0.51628	0.52895	0.53054	0.44103000000000003	0.5153800000000001	0.5393300000000001	0.53568	0.36007	0.36005
Bacteroides_sp._4_3_47FAA	0.4334100000000001	0.36134	0.37800999999999996	0.5208100000000001	0.60435	0.64552	0.5562600000000001	0.54984	0.54286	0.5070800000000001	0.5491	0.56304	0.5165700000000001	0.50182	0.5226800000000001	0.47158	0.4615	0.43912	0.46323	0.46568	0.44623	0.48866	0.47911	0.46747	0.46747	0.48244	0.47006	0.47018	0.47214999999999996	0.46864999999999996	0.46593999999999997	0.44165	0.47024	0.46032	0.48036999999999996	0.47903999999999997	0.47802	0.49046999999999996	0.48961	0.49205999999999994	0.43161	0.47603	0.47920999999999997	0.48763	0.48603999999999997	0.48444	0.48458999999999997	0.48558999999999997	0.44597	0.45357	0.43571	0.43458	0.45966999999999997	0.46496	0.45208	0.44988	0.44368	0.46426999999999996	0.43457	0.45912	0.45158000000000004	0.41472	0.43663	0.36713999999999997	0.25606999999999996	0.25808	0.24260999999999996	0.24950999999999998	0.24950999999999998	0.23184999999999997	0.23908	0.25922	0.11875	0.12662	0.22489000000000003	0.09734	0.12045999999999998	0.12606	0.17260999999999999	0.16675	0.12897999999999998	0.09022	0.02682	0.0018900000000000002	0.0	0.0586	0.12452	0.11223	0.1264	0.12543	0.15817000000000003	0.15477000000000002	0.11982999999999999	0.13088	0.12023	0.12023	0.10784	0.13281	0.10155	0.12512	0.10522	0.10483999999999999	0.13464	0.24662000000000003	0.47968999999999995	0.29566	0.33325	0.21697000000000002	0.30063000000000006	0.31087000000000004	0.31142000000000003	0.31142000000000003	0.33203000000000005	0.33227000000000007	0.32641000000000003	0.30317000000000005	0.28751000000000004	0.25639	0.27724000000000004	0.27605	0.26974000000000004	0.26406	0.25711	0.25711	0.24680000000000002	0.45251	0.37985	0.41275	0.39433	0.41096000000000005	0.48691	0.48507000000000006	0.51657	0.52924	0.53083	0.44132000000000005	0.5156700000000001	0.5396200000000001	0.5359700000000001	0.36036	0.36034
Bacteroides_massiliensis	0.43030999999999997	0.35824	0.37490999999999997	0.5177100000000001	0.6012500000000001	0.64242	0.5531600000000001	0.54674	0.53976	0.50398	0.546	0.55994	0.5134700000000001	0.49872	0.51958	0.46848	0.4584	0.43601999999999996	0.46013	0.46258	0.44312999999999997	0.48556	0.47601	0.46437	0.46437	0.47934	0.46696	0.46708	0.46904999999999997	0.46554999999999996	0.46284	0.43855	0.46714	0.45722	0.47726999999999997	0.47594	0.47492	0.48736999999999997	0.48651	0.48895999999999995	0.42850999999999995	0.47293	0.47611	0.48453	0.48294	0.48134	0.48149	0.48249	0.44287	0.4504699999999999	0.43261	0.43148	0.45657	0.46186	0.44898	0.44677999999999995	0.44057999999999997	0.46116999999999997	0.43146999999999996	0.45602	0.44848	0.41162	0.43352999999999997	0.36404	0.25297	0.25498	0.23950999999999997	0.24641	0.24641	0.22874999999999998	0.23598	0.25612	0.11565	0.12351999999999999	0.22179000000000004	0.09423999999999999	0.11735999999999999	0.12296	0.16951	0.16365000000000002	0.12588	0.08712	0.05624	0.05831	0.0586	0.0	0.12142	0.10912999999999999	0.12329999999999999	0.12233	0.15506999999999999	0.15166999999999997	0.11673	0.12778	0.11713	0.11713	0.10474	0.12971	0.09845	0.12201999999999999	0.10211999999999999	0.10173999999999998	0.13154	0.24352000000000001	0.47658999999999996	0.29256	0.33014999999999994	0.21387	0.29753	0.30777000000000004	0.30832000000000004	0.30832000000000004	0.32893000000000006	0.32917	0.32331000000000004	0.30007	0.28441000000000005	0.25329	0.27414	0.27295	0.26664	0.26096	0.25401	0.25401	0.24370000000000003	0.44941	0.37675000000000003	0.40965	0.39123	0.40786000000000006	0.48381	0.48197000000000007	0.51347	0.52614	0.52773	0.43822000000000005	0.5125700000000001	0.5365200000000001	0.5328700000000001	0.35726	0.35724
Bacteroides_cellulosilyticus	0.41145	0.33938	0.35605	0.49885	0.58239	0.6235600000000001	0.5343000000000001	0.52788	0.5209	0.48512	0.52714	0.54108	0.49461	0.47985999999999995	0.50072	0.44962	0.43954	0.41716	0.44127	0.44372	0.42427	0.4667	0.45715	0.44551	0.44551	0.46048	0.4481	0.44822	0.45019	0.44669	0.44398	0.41969	0.44828	0.43836	0.45841	0.45708	0.45606	0.46851	0.46765	0.47009999999999996	0.40964999999999996	0.45407000000000003	0.45725	0.46567000000000003	0.46408	0.46248	0.46263	0.46363	0.42401	0.43160999999999994	0.41375	0.41262	0.43771	0.443	0.43012	0.42791999999999997	0.42172	0.44231	0.41261	0.43716	0.42962	0.39276	0.41467	0.34518	0.23410999999999996	0.23611999999999997	0.22064999999999999	0.22755	0.22755	0.20989	0.21712	0.23726	0.09678999999999999	0.10466	0.23523000000000005	0.10768	0.1308	0.13640000000000002	0.18295	0.17709000000000003	0.13932	0.10056000000000001	0.12216	0.12423000000000001	0.12452	0.12142	0.0	0.01719	0.07482	0.07385	0.10659	0.10318999999999999	0.06825	0.07930000000000001	0.06865	0.06865	0.056260000000000004	0.08123000000000001	0.058969999999999995	0.08254	0.06264	0.06226	0.11268	0.22466000000000003	0.45772999999999997	0.2737	0.31128999999999996	0.19501000000000002	0.27867000000000003	0.28891000000000006	0.28946000000000005	0.28946000000000005	0.31007000000000007	0.31031000000000003	0.30445000000000005	0.28121	0.26555	0.23443000000000003	0.25528	0.25409000000000004	0.24778	0.24210000000000004	0.23515000000000003	0.23515000000000003	0.22484000000000004	0.43055	0.35789000000000004	0.39079	0.37237000000000003	0.38900000000000007	0.46495000000000003	0.4631100000000001	0.49461000000000005	0.5072800000000001	0.50887	0.41936000000000007	0.4937100000000001	0.5176600000000001	0.5140100000000001	0.33840000000000003	0.33838
Bacteroides_intestinalis	0.39915999999999996	0.32709	0.34376	0.48656	0.5701	0.6112700000000001	0.5220100000000001	0.5155900000000001	0.50861	0.47283000000000003	0.51485	0.5287900000000001	0.48231999999999997	0.46757	0.48843000000000003	0.43733	0.42725	0.40487	0.42898	0.43143	0.41198	0.45441	0.44486	0.43322	0.43322	0.44819	0.43581	0.43593	0.43789999999999996	0.43439999999999995	0.43168999999999996	0.4074	0.43599	0.42607	0.44611999999999996	0.44478999999999996	0.44377	0.45621999999999996	0.45536	0.45780999999999994	0.39736	0.44178	0.44495999999999997	0.45338	0.45178999999999997	0.45019	0.45033999999999996	0.45133999999999996	0.41172	0.41931999999999997	0.40146	0.40033	0.42541999999999996	0.43071	0.41783	0.41563	0.40943	0.43001999999999996	0.40032	0.42486999999999997	0.41733000000000003	0.38047	0.40238	0.33289	0.22182	0.22383	0.20836	0.21525999999999998	0.21525999999999998	0.1976	0.20482999999999998	0.22496999999999998	0.0845	0.09237	0.22294000000000003	0.09538999999999999	0.11850999999999999	0.12411	0.17066000000000003	0.1648	0.12702999999999998	0.08827	0.10987	0.11194	0.11223	0.10912999999999999	0.01719	0.0	0.06253	0.061560000000000004	0.09430000000000001	0.0909	0.05596	0.06701	0.05636	0.05636	0.04397	0.06894	0.04668	0.07025	0.05035	0.04997	0.10039	0.21237000000000003	0.44543999999999995	0.26141	0.299	0.18272000000000002	0.26638	0.27662000000000003	0.27717	0.27717	0.29778000000000004	0.29802000000000006	0.29216000000000003	0.26892	0.25326000000000004	0.22214	0.24299000000000004	0.24180000000000001	0.23549000000000003	0.22981000000000001	0.22286	0.22286	0.21255000000000002	0.41826	0.3456	0.3785	0.36008	0.37671000000000004	0.45266	0.45082000000000005	0.48232	0.49499000000000004	0.49658	0.40707000000000004	0.48142000000000007	0.5053700000000001	0.50172	0.32611	0.32609
Bacteroides_xylanisolvens	0.41333	0.34126	0.35792999999999997	0.50073	0.58427	0.62544	0.5361800000000001	0.52976	0.52278	0.487	0.52902	0.54296	0.49649	0.48174	0.5026	0.4515	0.44142000000000003	0.41904	0.44315	0.4456	0.42615000000000003	0.46858	0.45903	0.44739	0.44739	0.46236	0.44998	0.4501	0.45206999999999997	0.44856999999999997	0.44586	0.42157	0.45016	0.44024	0.46029	0.45896	0.45794	0.47039	0.46953	0.47197999999999996	0.41153	0.45595	0.45913	0.46755	0.46596	0.46436	0.46451	0.46551	0.42589	0.43349	0.41563	0.41450000000000004	0.43959	0.44488	0.432	0.4298	0.42360000000000003	0.44419	0.41449	0.43904	0.43150000000000005	0.39464	0.41655000000000003	0.34706000000000004	0.23599	0.23800000000000002	0.22252999999999998	0.22943	0.22943	0.21176999999999999	0.219	0.23914	0.09867000000000001	0.10654	0.23711000000000004	0.10955999999999999	0.13268	0.13828000000000001	0.18483000000000005	0.17897000000000002	0.1412	0.10244	0.12404000000000001	0.12611	0.1264	0.12329999999999999	0.07482	0.06253	0.0	0.00405	0.04063	0.03723	0.00767	0.02792	0.01727	0.01727	0.03388	0.05885	0.06085	0.08442000000000001	0.06452000000000001	0.06414	0.11456	0.22654000000000002	0.45960999999999996	0.27558	0.31316999999999995	0.19689	0.28055	0.29079000000000005	0.29134000000000004	0.29134000000000004	0.31195000000000006	0.31219	0.30633000000000005	0.28309	0.26743	0.23631000000000002	0.25716	0.25597000000000003	0.24966	0.24398000000000003	0.23703000000000002	0.23703000000000002	0.22672000000000003	0.43243	0.35977000000000003	0.39267	0.37425	0.39088000000000006	0.46683	0.46499000000000007	0.49649000000000004	0.5091600000000001	0.51075	0.42124000000000006	0.4955900000000001	0.5195400000000001	0.5158900000000001	0.34028	0.34026
